id,english,twi,source
24184,You may be right about that.,,verified_data
24185,I'm tired of studying. Let's go out for a drink.,,verified_data
24186,I feel guilty about it.,,verified_data
24187,I won't bother you anymore tonight.,,verified_data
24188,She is playing with a doll.,,verified_data
24189,Kwabena was afraid he'd lost his key.,,verified_data
24190,Previously people believed the earth was flat.,,verified_data
24191,How do you like Texas so far?,,verified_data
24192,Do you think I'm too old to have another baby?,,verified_data
24193,What on earth do you think you're doing?,,verified_data
24194,You look very good.,,verified_data
24195,I just don't want to marry you.,,verified_data
24196,He stopped reading a book.,,verified_data
24197,He was blue from the cold.,,verified_data
24198,Let me take your blood pressure.,,verified_data
24199,It wasn't an accident.,,verified_data
24200,We are baking cookies.,,verified_data
24201,I'm going to Boston tomorrow.,,verified_data
24202,I was about to start.,,verified_data
24203,Never tell a lie.,,verified_data
24204,Kwabena gave Abena a quick kiss.,,verified_data
24205,I don't think it's true.,,verified_data
24206,Kwabena told Abena what to do.,,verified_data
24207,What month is this?,,verified_data
24208,Please tell me what you think about this article.,,verified_data
24209,Kwabena and Abena were talking to each other.,,verified_data
24210,My mother is making a cake.,,verified_data
24211,I want something more.,,verified_data
24212,He has a sharp tongue.,,verified_data
24213,You don't have to help me.,,verified_data
24214,How many months can you stay here?,,verified_data
24215,The funeral parlor is next to the cemetery.,,verified_data
24216,Kwabena forgot to lock the front door.,,verified_data
24217,Kwabena apologized on Monday.,,verified_data
24218,I've already found what I was looking for.,,verified_data
24219,I don't want to do this here.,,verified_data
24220,I'm glad Kwabena liked it.,,verified_data
24221,Kwabena is extremely sophisticated.,,verified_data
24222,The event is on Monday.,,verified_data
24223,We should remain here.,,verified_data
24224,I don't eat the core of an apple.,,verified_data
24225,He smokes a pack of cigarettes a day.,,verified_data
24226,Wait in the waiting room.,,verified_data
24227,It's one of the basic human instincts.,,verified_data
24228,I have fifteen hundred cows.,,verified_data
24229,He went far away.,,verified_data
24230,He told his son an interesting story.,,verified_data
24231,I have to leave because there's someone waiting for me outside.,,verified_data
24232,Kwabena won't budge.,,verified_data
24233,I do the laundry on Sundays.,,verified_data
24234,We must try to protect the environment.,,verified_data
24235,The baseball game was so exciting that everyone stayed until the very end.,,verified_data
24236,I agree with you on that point.,,verified_data
24237,He gets lost wherever he goes.,,verified_data
24238,This novel is boring.,,verified_data
24239,Tell me about him.,,verified_data
24240,Can you tie a bow?,,verified_data
24241,He was naughty when he was a boy.,,verified_data
24242,What's in this box?,,verified_data
24243,The Japanese economy grew by 4% last year.,,verified_data
24244,"It's your money, isn't it?",,verified_data
24245,I regret missing the chance to meet her.,,verified_data
24246,You need to swallow your pride.,,verified_data
24247,Why is my father in the kitchen?,,verified_data
24248,I can't sleep.,,verified_data
24249,What happened last month?,,verified_data
24250,Pull it open.,,verified_data
24251,"Kwabena may not want to sing, but you should ask him anyway.",,verified_data
24252,The pasty was delicious.,,verified_data
24253,Let's see if we can do it without any help.,,verified_data
24254,I wish he were here.,,verified_data
24255,Is that a bear?,,verified_data
24256,She works at the bank.,,verified_data
24257,You wouldn't accept candy from a stranger.,,verified_data
24258,I have two nieces.,,verified_data
24259,Don't mislead me.,,verified_data
24260,It could've happened to anyone.,,verified_data
24261,The new furniture arrived today.,,verified_data
24262,I'll wait for you in my room.,,verified_data
24263,Do you know Kwabena?,,verified_data
24264,Kwabena needs a rest.,,verified_data
24265,Can you run fast?,,verified_data
24266,Kwabena realized that he was drowning.,,verified_data
24267,This dog is big.,,verified_data
24268,I just have one question for you.,,verified_data
24269,It's getting dark. You'd better go home.,,verified_data
24270,I'm invited to a party tonight.,,verified_data
24271,Kwabena threw Abena's book into the fire.,,verified_data
24272,Kwabena fell off of his motorcycle.,,verified_data
24273,This won't work.,,verified_data
24274,The road's in bad condition.,,verified_data
24275,I can't get her out of my mind.,,verified_data
24276,Please add my name to the list.,,verified_data
24277,You don't have to work so hard.,,verified_data
24278,I am able to drive a car.,,verified_data
24279,I was about to go.,,verified_data
24280,The rules have changed.,,verified_data
24281,How is Kwabena?,,verified_data
24282,The problem is that Kwabena doesn't want to sit next to Abena.,,verified_data
24283,Are you in favor of the new law?,,verified_data
24284,I wouldn't want it even if they were giving it away.,,verified_data
24285,This temple is said to have been built over 500 years ago.,,verified_data
24286,Do you want to know what's wrong?,,verified_data
24287,Kwabena told Abena not to blame herself for what had happened.,,verified_data
24288,Could you talk a little slower?,,verified_data
24289,She is a pleasant person.,,verified_data
24290,Football is more popular than tennis.,,verified_data
24291,I've learned to think like Kwabena thinks.,,verified_data
24292,She will be happy to know you want to see her.,,verified_data
24293,I saw him tear up the letter.,,verified_data
24294,He lived in Ankara for six years.,,verified_data
24295,I have to win.,,verified_data
24296,Kwabena was shocked by what Abena said.,,verified_data
24297,I can't believe you’re doing this to me.,,verified_data
24298,Don't forget the ticket.,,verified_data
24299,I completely forgot about Kwabena.,,verified_data
24300,He leaped over the shallow ditch.,,verified_data
24301,Father is well as usual.,,verified_data
24302,The food is cold.,,verified_data
24303,My heart's aching.,,verified_data
24304,What's your favorite color?,,verified_data
24305,Why should Kwabena want to help Abena?,,verified_data
24306,I want to know if you'll be free tomorrow.,,verified_data
24307,Did you talk to your new classmates yesterday?,,verified_data
24308,Winter is approaching.,,verified_data
24309,What else do you want to know?,,verified_data
24310,I know that this is important.,,verified_data
24311,The three boys had only two dollars among them.,,verified_data
24312,We will be at home today.,,verified_data
24313,Kwabena and Abena went to the same school.,,verified_data
24314,"Disconnect the power cable from the modem, wait for approximately one minute, then reconnect the cable.",,verified_data
24315,Let's stand up.,,verified_data
24316,Kwabena did it for no particular reason.,,verified_data
24317,The teacher pointed her finger at me and asked me to come with her.,,verified_data
24318,We will visit my grandfather this week.,,verified_data
24319,He is guilty of theft.,,verified_data
24320,I have a lot of books in my room.,,verified_data
24321,You can't blame a guy for trying.,,verified_data
24322,"If I remember correctly, that's the song Kwabena sang at Abena's wedding.",,verified_data
24323,Kwabena would like Abena to be on the team.,,verified_data
24324,I have a house.,,verified_data
24325,Kwabena doesn't speak French at home.,,verified_data
24326,Let's go back before it begins to rain.,,verified_data
24327,Do your homework by yourself.,,verified_data
24328,You can't blame her for what she did.,,verified_data
24329,That bridge is made of stone.,,verified_data
24330,"To make matters worse, his wife fell ill.",,verified_data
24331,Cobras are always very alert.,,verified_data
24332,I want to study English.,,verified_data
24333,I bumped into your father yesterday.,,verified_data
24334,Kwabena is very intelligent.,,verified_data
24335,I don't like studying in this heat.,,verified_data
24336,Kwabena shouldn't wait for Abena for more than ten minutes.,,verified_data
24337,Do you want him?,,verified_data
24338,Business before pleasure.,,verified_data
24339,The enemy dropped bombs on the factory.,,verified_data
24340,"If that is not true, she is a liar.",,verified_data
24341,"With a little more patience, you could have succeeded.",,verified_data
24342,It's my umbrella.,,verified_data
24343,Only my mother understands me.,,verified_data
24344,Don't punish the children.,,verified_data
24345,She must be angry with me.,,verified_data
24346,The weather turned better.,,verified_data
24347,What do you want me to do with this?,,verified_data
24348,Ask an expert.,,verified_data
24349,I missed the 7:00 train.,,verified_data
24350,Don't say such a thing again.,,verified_data
24351,She pointed at him.,,verified_data
24352,You don't have to go to the party if you don't want to.,,verified_data
24353,"If I were a bird, I would fly to you.",,verified_data
24354,Kwabena found a good restaurant not too far from our campus.,,verified_data
24355,Somehow I doubt it.,,verified_data
24356,I thought you were mad at me.,,verified_data
24357,Why were you absent yesterday?,,verified_data
24358,We abandoned the project because of a lack of funds.,,verified_data
24359,She is attractive when she is dressed in white.,,verified_data
24360,She had nothing else to drink.,,verified_data
24361,I don't want this day to end.,,verified_data
24362,I think that it's true.,,verified_data
24363,The mail is delivered once a day.,,verified_data
24364,Will it rain today?,,verified_data
24365,Thank you for the flowers.,,verified_data
24366,Kwabena doesn't have much time.,,verified_data
24367,The international space station is an amazing feat of engineering.,,verified_data
24368,You have the wrong number.,,verified_data
24369,"Each individual paid 1,000 dollars.",,verified_data
24370,Will you glance through this report?,,verified_data
24371,This is the hospital I was born in.,,verified_data
24372,Kwabena had a good teacher.,,verified_data
24373,The controls of the plane were out of order.,,verified_data
24374,Would you like to swap jobs?,,verified_data
24375,What time do you go home?,,verified_data
24376,Kwabena never had doubts.,,verified_data
24377,Don't make the same mistake again.,,verified_data
24378,I am training with my friends.,,verified_data
24379,The temperature fell.,,verified_data
24380,I went to the supermarket.,,verified_data
24381,Are you still in Scotland?,,verified_data
24382,He devoted his life to his study.,,verified_data
24383,"I want to ask you something, Ms. Ionescu.",,verified_data
24384,Australia is smaller in size than South America.,,verified_data
24385,"If you're not careful, you might have an accident.",,verified_data
24386,I'll be back in a few minutes.,,verified_data
24387,"Good morning, everybody.",,verified_data
24388,I knew it would be hard.,,verified_data
24389,Kwabena got excited.,,verified_data
24390,What is two plus two?,,verified_data
24391,That's what I want to hear.,,verified_data
24392,I wanted you to like me.,,verified_data
24393,My brother likes watching scary movies.,,verified_data
24394,He kept walking back and forth.,,verified_data
24395,I'm too tired to walk.,,verified_data
24396,You should avail yourself of every opportunity to learn.,,verified_data
24397,Who told you Kwabena was sick?,,verified_data
24398,She finished her homework in an hour.,,verified_data
24399,That was the last time I saw Kwabena.,,verified_data
24400,Kwabena bought an expensive Christmas present for himself.,,verified_data
24401,Kwabena is the only person who can do this work.,,verified_data
24402,She reserved a room.,,verified_data
24403,It's been five years since I last saw you.,,verified_data
24404,What sorts of weapons did they have?,,verified_data
24405,Most castles have a moat surrounding them.,,verified_data
24406,I spent three months in a hospital when I was thirteen.,,verified_data
24407,I've lived in China for six months.,,verified_data
24408,She spends more time thinking about work than doing it.,,verified_data
24409,They remained in Tennessee.,,verified_data
24410,The train was delayed for an hour.,,verified_data
24411,I thought Kwabena was outstanding.,,verified_data
24412,I only want Kwabena.,,verified_data
24413,I've changed my website's layout.,,verified_data
24414,Mother and I are different in every way.,,verified_data
24415,Kwabena gave thanks to God.,,verified_data
24416,I know what's wrong with Kwabena.,,verified_data
24417,I still do that every Monday.,,verified_data
24418,The children played outside until dark.,,verified_data
24419,Are those for me?,,verified_data
24420,I lost my mobile phone.,,verified_data
24421,I hope Kwabena is more careful next time.,,verified_data
24422,Kwabena picked a flower and smelled it.,,verified_data
24423,A thorough investigation is now in progress.,,verified_data
24424,Let me do this.,,verified_data
24425,Maybe he's not young.,,verified_data
24426,They called him a coward.,,verified_data
24427,There is an urgent need for donations.,,verified_data
24428,I appreciate the help.,,verified_data
24429,Kwabena has a history of arrests for drunken driving.,,verified_data
24430,Kwabena was wrong to refuse Abena's help.,,verified_data
24431,Our car broke down in the middle of the street.,,verified_data
24432,He sipped the hot coffee slowly.,,verified_data
24433,We rented an apartment when we lived in New York.,,verified_data
24434,Can you prove that what you said is true?,,verified_data
24435,I gave my sister a pearl necklace on her birthday.,,verified_data
24436,"As I missed the train, I had to wait for the next one for about an hour.",,verified_data
24437,He says that he won't give up smoking.,,verified_data
24438,Here is your book.,,verified_data
24439,They must be waiting for you.,,verified_data
24440,Does Kwabena often go drinking with Abena?,,verified_data
24441,I take a bath almost every day.,,verified_data
24442,I can't agree with you on that point.,,verified_data
24443,That's how Kwabena does it.,,verified_data
24444,You'll have to wait and see.,,verified_data
24445,Why don't we cancel the party?,,verified_data
24446,When was the last time you cut your nails?,,verified_data
24447,He managed to read a book written in French.,,verified_data
24448,Don't throw stones into the river.,,verified_data
24449,Kwabena isn't prepared.,,verified_data
24450,This rule is often ignored.,,verified_data
24451,"If you see his house, you'll know that he is poor.",,verified_data
24452,What a beautiful sunset!,,verified_data
24453,I'd like a chance to learn more.,,verified_data
24454,You must remember to tell him all that you know.,,verified_data
24455,She can't live without him.,,verified_data
24456,"In case I am late, you don't have to wait for me.",,verified_data
24457,Kwabena can't even write his own name.,,verified_data
24458,He acted like a lunatic.,,verified_data
24459,"Read it once more, please.",,verified_data
24460,"As the recession set in, temporary employees were laid off one after another.",,verified_data
24461,She nodded in response to my question.,,verified_data
24462,She is younger than me.,,verified_data
24463,Kwabena has nothing to hide.,,verified_data
24464,The 9:35 train stops at Bambury.,,verified_data
24465,Sing with us.,,verified_data
24466,What exactly am I paying for?,,verified_data
24467,Kwabena is a lot stronger than Abena.,,verified_data
24468,I love to take pictures.,,verified_data
24469,It was a nice day so we went fishing.,,verified_data
24470,We're starting to question what we thought we knew.,,verified_data
24471,He gave up traveling abroad because of his sudden illness.,,verified_data
24472,It's difficult to understand his theory.,,verified_data
24473,Kwabena is training.,,verified_data
24474,I wouldn't want to miss this.,,verified_data
24475,The criminal was arrested and put into prison.,,verified_data
24476,Do you ever stay home?,,verified_data
24477,They saw us as they were getting off the train.,,verified_data
24478,Kwabena played a Spanish folk tune on his English horn at a Chinese restaurant in France.,,verified_data
24479,I don't like doctors.,,verified_data
24480,I'll go tell everybody.,,verified_data
24481,The patient's condition changes every day.,,verified_data
24482,Don't let go.,,verified_data
24483,There is a bathroom here.,,verified_data
24484,Kwabena needs some sleep.,,verified_data
24485,Can I go in there now?,,verified_data
24486,Kwabena wants to play golf with Abena's father.,,verified_data
24487,I just want to thank you for all of your help.,,verified_data
24488,"At the most, you'll only be 30 minutes late.",,verified_data
24489,She made him do it.,,verified_data
24490,I work as a consultant.,,verified_data
24491,Happy birthday Kofi,,verified_data
24492,I am fine how about you,,verified_data
24493,Could you please slow down in your speed of speaking,,verified_data
24494,A big picture,,verified_data
24495,Have you seen my friend Kofi?,,verified_data
24496,"Yaw, help me with my reading exercise",,verified_data
24497,That is not what I want,,verified_data
24498,Where is the washroom?,,verified_data
24499,I love you Kwesi,,verified_data
24500,The students have returned home,,verified_data
24501,I do not understand,,verified_data
24502,I can understand you,,verified_data
24503,I forgot to take the textbook.,,verified_data
24504,This lady will pay for everything,,verified_data
24505,I am drinking water,,verified_data
24506,The sun is up,,verified_data
24507,Sister Abena show me,,verified_data
24508,It is very disturbing,,verified_data
24509,I am relieved,,verified_data
24510,Show me the way,,verified_data
24511,The police will put you behind bars,,verified_data
24512,This dress is too big,,verified_data
24513,Have you missed me?,,verified_data
24514,This gentleman will pay for everything,,verified_data
24515,Don't tell your dad anything,,verified_data
24516,I heard an interesting story,,verified_data
24517,Do we have to lie on the ground?,,verified_data
24518,I guess it's impossible for me to learn how to play the game.,,verified_data
24519,I know how to do it.,,verified_data
24520,I thought you were going out with Esi.,,verified_data
24521,When did you wake up?,,verified_data
24522,That's really not it,,verified_data
24523,They want a lot of money.,,verified_data
24524,I respect Kwabena a lot,,verified_data
24525,Let Esi speak.,,verified_data
24526,Don't touch the money,,verified_data
24527,I am hungry,,verified_data
24528,I can't keep lying to Osei,,verified_data
24529,Are you a Ghanaian,,verified_data
24530,I am not a violent person.,,verified_data
24531,What are you looking at?,,verified_data
24532,It rained a lot last year.,,verified_data
24533,I have no food.,,verified_data
24534,Children mostly lack patience.,,verified_data
24535,Kofi heard him sing his favorite song.,,verified_data
24536,Efua asked me what I wanted.,,verified_data
24537,Kwabena set off,,verified_data
24538,Would you like to hear the story about Paul?,,verified_data
24539,John stood apart from us.,,verified_data
24540,She writes to her son.,,verified_data
24541,"The big religions are Islam, Judaism and Christianity.",,verified_data
24542,What does Kwabena need?,,verified_data
24543,His father manages the store.,,verified_data
24544,Do you have any new message for me?,,verified_data
24545,It's not safe to stay here.,,verified_data
24546,I bought some bread.,,verified_data
24547,Our school's library is small,,verified_data
24548,You are an adult.,,verified_data
24549,I might try to do that.,,verified_data
24550,I understand your state,,verified_data
24551,He seems to be very tired.,,verified_data
24552,You're the only person I can trust.,,verified_data
24553,Kwabena can always rely on me,,verified_data
24554,How many friends do you have on Facebook?,,verified_data
24555,Our school library is new,,verified_data
24556,This apple tastes sour.,,verified_data
24557,Why are you staring at me?,,verified_data
24558,"Boys, don't make any noise!",,verified_data
24559,It is impossible for a growing child to keep still for an hour.,,verified_data
24560,When do you go to bed?,,verified_data
24561,We took a taxi so we wouldn't be late.,,verified_data
24562,This is going to take years.,,verified_data
24563,Please stop singing.,,verified_data
24564,You should have kept quite,,verified_data
24565,"Be respectful to your superiors, if you have any.",,verified_data
24566,Kwabena hid in the attic.,,verified_data
24567,Stop the car.,,verified_data
24568,Don't you want to stay here with us?,,verified_data
24569,The door won't open.,,verified_data
24570,Who's your favorite teacher,,verified_data
24571,I was nearly hit by a car.,,verified_data
24572,Can't we work this out?,,verified_data
24573,Do either of you know Kwabena?,,verified_data
24574,That's a fairly reasonable price.,,verified_data
24575,The chair is red.,,verified_data
24576,Asamoah is winning.,,verified_data
24577,Let's study English.,,verified_data
24578,Why are you at the top of the list?,,verified_data
24579,Asamoah has stayed at my house several times.,,verified_data
24580,We go to school to learn.,,verified_data
24581,I'll give you another minute.,,verified_data
24582,I've tried swimming in the river.,,verified_data
24583,That's simple breach of contract.,,verified_data
24584,Who told you the story?,,verified_data
24585,How much do you weigh?,,verified_data
24586,Don't you want to walk again?,,verified_data
24587,I like skiing.,,verified_data
24588,Asamoah was badly injured in a traffic accident.,,verified_data
24589,My father drives very well.,,verified_data
24590,I've been sick for a very long time.,,verified_data
24591,You will all die.,,verified_data
24592,I have a friend whose father is a magician.,,verified_data
24593,Is this French?,,verified_data
24594,I have a puzzle to solve.,,verified_data
24595,Nobody forced you to help me.,,verified_data
24596,Do you know how to use a dictionary?,,verified_data
24597,She lived with him all her life.,,verified_data
24598,Cain was evil.,,verified_data
24599,What's the matter?,,verified_data
24600,All you do is party.,,verified_data
24601,He's a little tipsy.,,verified_data
24602,She made friends with Asamoah at the party.,,verified_data
24603,We stayed outside until it got dark.,,verified_data
24604,You deserve to be happy.,,verified_data
24605,I'm not very patient.,,verified_data
24606,My father has just come home.,,verified_data
24607,You cannot swim here.,,verified_data
24608,Why is God punishing me?,,verified_data
24609,He seemed to have been very happy.,,verified_data
24610,I was surprised at how expensive the shoes were.,,verified_data
24611,We don't have to go.,,verified_data
24612,There must be a logical explanation.,,verified_data
24613,What keeps you up so late?,,verified_data
24614,Asamoah wasn't put in jail for espionage.,,verified_data
24615,Have you ever thought about studying French?,,verified_data
24616,I haven't seen him in three days.,,verified_data
24617,Is French more difficult than English?,,verified_data
24618,Will you live in Sasayama next year?,,verified_data
24619,He has only four pesos.,,verified_data
24620,Anger is hard to control.,,verified_data
24621,Come here. I need to tell you something.,,verified_data
24622,He is a very smart boy.,,verified_data
24623,Give a man a mask and he'll tell the truth.,,verified_data
24624,Love makes the world go round.,,verified_data
24625,You pay for quality.,,verified_data
24626,"In an emergency, use the stairway, not the elevator.",,verified_data
24627,Was the baby crying then?,,verified_data
24628,I wish that Asamoah would just shut up.,,verified_data
24629,There are four pieces of furniture in the room.,,verified_data
24630,No one showed up.,,verified_data
24631,We'll do that.,,verified_data
24632,Asamoah boarded the ship.,,verified_data
24633,Asamoah couldn't make up his mind.,,verified_data
24634,I can hear Asamoah snoring in the next room.,,verified_data
24635,He was banished to an island for high treason.,,verified_data
24636,A band of robbers attacked the party.,,verified_data
24637,I'll be in town on Monday.,,verified_data
24638,Mother gets up earliest in my family.,,verified_data
24639,He is a bad driver.,,verified_data
24640,"He sent her some flowers, along with a pretty card.",,verified_data
24641,Asamoah's flight was delayed.,,verified_data
24642,The last volume is missing from this set.,,verified_data
24643,My sister is a nurse.,,verified_data
24644,Take the medicine every hour.,,verified_data
24645,Asamoah put himself and his children at risk.,,verified_data
24646,I met him three years ago.,,verified_data
24647,Asamoah sleeps on the bottom bunk.,,verified_data
24648,I understood Asamoah's point of view.,,verified_data
24649,I just want to help Asamoah.,,verified_data
24650,Asamoahorrow will be another day.,,verified_data
24651,You're among friends.,,verified_data
24652,"Something's happened, hasn't it?",,verified_data
24653,Asamoah bought Abena a diamond necklace.,,verified_data
24654,Asamoah didn't want to break Abena's heart.,,verified_data
24655,I threw up.,,verified_data
24656,It was not until I left school that I realized the importance of study.,,verified_data
24657,I could scarcely stand on my feet.,,verified_data
24658,He said that necessity is the mother of invention.,,verified_data
24659,We came back on Monday.,,verified_data
24660,Are you the one who let the dog in?,,verified_data
24661,Asamoah met a friend of Abena's at the airport.,,verified_data
24662,Let's call a spade a spade.,,verified_data
24663,Every employee is supposed to keep his own vehicle in perfect condition.,,verified_data
24664,It's going to be a little bit of a problem.,,verified_data
24665,They went on an expedition to the Antarctic.,,verified_data
24666,"Unless it rains in Ethiopia soon, there could be severe drought problems.",,verified_data
24667,What's your favorite dessert with strawberries?,,verified_data
24668,I've decided I don't want to be famous.,,verified_data
24669,Asamoah was sweating profusely.,,verified_data
24670,I agree with him on that point.,,verified_data
24671,Asamoah confessed to stealing the money.,,verified_data
24672,Asamoah is taking a few days off.,,verified_data
24673,Asamoah wanted to see Abena's room.,,verified_data
24674,We used to meet on our way to school.,,verified_data
24675,His story sounds true.,,verified_data
24676,I'd like to know why you weren't here yesterday.,,verified_data
24677,Don't push it.,,verified_data
24678,Asamoah passed the test.,,verified_data
24679,"Now, take a deep breath.",,verified_data
24680,Were you there?,,verified_data
24681,"The party in power is corrupt, but the opposition is little better.",,verified_data
24682,The floor was wet with water.,,verified_data
24683,There's nothing in the fridge.,,verified_data
24684,haven't you missed me?,,verified_data
24685,I'm not a killer,,verified_data
24686,what are you searching for?,,verified_data
24687,kwabena went out,,verified_data
24688,kwabena stepped outside,,verified_data
24689,I understand you,,verified_data
24690,What is going on here?,,crowdsourced
24691,She comes here every Friday,,crowdsourced
24692,Learn to be wise,,crowdsourced
24693,I didn’t think you would loose your way,,crowdsourced
24694,If you like to enter more than five pair of sentences for english,,crowdsourced
24695,My kids are worrying me.,,crowdsourced
24696,I am Simeon,,crowdsourced
24697,Think about yourself,,crowdsourced
24698,This is good news,,crowdsourced
24699,Give that to your brother,,crowdsourced
24700,I love you,,crowdsourced
24701,Love is all we need,,crowdsourced
24702,How are you?,,crowdsourced
24703,I love you.,,crowdsourced
24704,I like you very much,,crowdsourced
24705,Seeing is believing,,crowdsourced
24706,It's been long I saw you,,crowdsourced
24707,Let's go and vote,,crowdsourced
24708,How come your mother couldn't attend church ?,,crowdsourced
24709,What do you want here?,,crowdsourced
24710,Once bitten twice shy,,crowdsourced
24711,Obedience is better that sacrifice,,crowdsourced
24712,God have mercy on your children,,crowdsourced
24713,They are tarnishing our image,,crowdsourced
24714,I am tired,,crowdsourced
24715,Take your time,,crowdsourced
24716,Do you love me?,,crowdsourced
24717,This is marvelous in our eyes,,crowdsourced
24718,I am going to school,,crowdsourced
24719,How are you,,crowdsourced
24720,"Go and pluck some,it is sweet",,crowdsourced
24721,My name is Afia Serwaa,,crowdsourced
24722,I’m going to be successful,,crowdsourced
24723,It pays to wait.,,crowdsourced
24724,That is amazing!,,crowdsourced
24725,It is raining,,crowdsourced
24726,He has leukaemia.,,crowdsourced
24727,I'm going to buy oranges.,,crowdsourced
24728,This is the money,,crowdsourced
24729,It is true,,crowdsourced
24730,What is your name?,,crowdsourced
24731,I am going to sleep,,crowdsourced
24732,Everything will be fine.,,crowdsourced
24733,Everything will be alright.,,crowdsourced
24734,everyone is well,,crowdsourced
24735,it is well,,crowdsourced
24736,food is ready,,crowdsourced
24737,would you like to retire now?,,crowdsourced
24738,How are you called?,,crowdsourced
24739,see you later,,crowdsourced
24740,i am from Australia,,crowdsourced
24741,i came on a visit,,crowdsourced
24742,how long have you been here?,,crowdsourced
24743,let's go to church,,crowdsourced
24744,we are going for a drink,,crowdsourced
24745,we are going to look for something to drink,,crowdsourced
24746,it is sunny,,crowdsourced
24747,this is pretty,,crowdsourced
24748,"your offer is too low, give me 7 cedis",,crowdsourced
24749,we have become friends,,crowdsourced
24750,I am running to school.,,crowdsourced
24751,School children go to school from Monday to Friday,,crowdsourced
24752,Who is it?,,crowdsourced
24753,Who is that?,,crowdsourced
24754,Who are you?,,crowdsourced
24755,Is the path straight?,,crowdsourced
24756,Please help us to do our work.,,crowdsourced
24757,Jesus is Great.,,crowdsourced
24758,You are beautiful,,crowdsourced
24759,Are you asleep?,,crowdsourced
24760,Can I send you ?,,crowdsourced
24761,I work here,,crowdsourced
24762,Come to Jesus,,crowdsourced
24763,My name is.....,,crowdsourced
24764,Why are you looking at me like that?,,crowdsourced
24765,I am serious,,crowdsourced
24766,There are a lot of people in this city,,crowdsourced
24767,Let's go to the market to buy some vegetables,,crowdsourced
24768,Pour the water into the bucket,,crowdsourced
24769,Stop playing the game.,,crowdsourced
24770,God help those who help themselves,,crowdsourced
24771,Take that pen to your father,,crowdsourced
24772,God tempers the wind to the shorn lamb,,crowdsourced
24773,You don't know him,,crowdsourced
24774,I am happy,,crowdsourced
24775,I don’t have money,,crowdsourced
24776,This was the Lord's doing,,crowdsourced
24777,I shall sleep,,crowdsourced
24778,count me in,,crowdsourced
24779,who do you think you are?,,crowdsourced
24780,I am going to church,,crowdsourced
24781,God bless you,,crowdsourced
24782,Your love is to die for,,crowdsourced
24783,If it weren’t for God,,crowdsourced
24784,The love of my life,,crowdsourced
24785,I love my life,,crowdsourced
24786,I stay at Mampong,,crowdsourced
24787,I have prayed three times already.,,crowdsourced
24788,What a surprise!,,crowdsourced
24789,I have been surprised,,crowdsourced
24790,I am going to work,,crowdsourced
24791,The child is asleep,,crowdsourced
24792,This is the truth,,crowdsourced
24793,How old are you?,,crowdsourced
24794,please can i offer you some water?,,crowdsourced
24795,what is the purpose of your visit?,,crowdsourced
24796,let me show you to your room,,crowdsourced
24797,What's your age?,,crowdsourced
24798,when will you go back?,,crowdsourced
24799,let's go to town,,crowdsourced
24800,lets go for a taxi,,crowdsourced
24801,the weather is warm,,crowdsourced
24802,can i buy it?,,crowdsourced
24803,"it is still too high, what is your last price",,crowdsourced
24804,come back next time,,crowdsourced
24805,wait for me!,,crowdsourced
24806,The strong wind destroyed many thatched houses,,crowdsourced
24807,You may confide in me,,crowdsourced
24808,You may disclose it to me.,,crowdsourced
24809,Is the river wide?,,crowdsourced
24810,Give it to God,,crowdsourced
24811,The cat has ran away,,crowdsourced
24812,Be wary of those close to you,,crowdsourced
24813,Come let's play,,crowdsourced
24814,I am good,,crowdsourced
24815,Where are you?,,crowdsourced
24816,I am a Ghanaian.,,crowdsourced
24817,It's a new day,,crowdsourced
24818,Too much Fat is bad for the body,,crowdsourced
24819,When are you coming to visit us?,,crowdsourced
24820,I will build my house in three months.,,crowdsourced
24821,Two heads are better than one,,crowdsourced
24822,Look before you leap,,crowdsourced
24823,Good things come from above,,crowdsourced
24824,I don't understand it,,crowdsourced
24825,I like you,,crowdsourced
24826,How much is it?,,crowdsourced
24827,What is the price?,,crowdsourced
24828,Have you not read this scripture?,,crowdsourced
24829,Can I have some water,,crowdsourced
24830,i don't want any trouble,,crowdsourced
24831,what do you take me for?,,crowdsourced
24832,How do you see me?,,crowdsourced
24833,Call her for me,,crowdsourced
24834,Call him for me,,crowdsourced
24835,I’m from Ghana,,crowdsourced
24836,I am the light of the world,,crowdsourced
24837,Ama is dancing,,crowdsourced
24838,I'm a student,,crowdsourced
24839,This child is smart.,,crowdsourced
24840,My name is Kwame,,crowdsourced
24841,Eat your food.,,crowdsourced
24842,I'm two years old,,crowdsourced
24843,Where's the church building located?,,crowdsourced
24844,"yes, thank you",,crowdsourced
24845,let us go out for a drink,,crowdsourced
24846,What's the time,,crowdsourced
24847,my name is kwasi,,crowdsourced
24848,why are you in Ghana?,,crowdsourced
24849,i live at Bolga,,crowdsourced
24850,i will leave tomorrow,,crowdsourced
24851,lets go out,,crowdsourced
24852,i prefer the bus,,crowdsourced
24853,the weather is cold,,crowdsourced
24854,"okay, you give me 6 cedis",,crowdsourced
24855,come back for another business,,crowdsourced
24856,Who did this or that?,,crowdsourced
24857,Is it very deep?,,crowdsourced
24858,You are doing a good job.,,crowdsourced
24859,I have been searching for too long,,crowdsourced
24860,The Twi language has so many words,,crowdsourced
24861,Do this for me,,crowdsourced
24862,Are you hungry?,,crowdsourced
24863,Good morning to you,,crowdsourced
